dms_id,dms_ids.0.db,dms_ids.0.id,dms_ids_extend.0.db,dms_ids_extend.0.id,dms_name,dms_synonym.0,dms_synonym.1,dms_synonym.2,dms_synonym.3,dms_synonym.4,dms_synonym.5,dms_synonym_extend.0,dms_synonym_extend.1,dms_synonym_extend.2,dms_synonym_extend.3,dms_synonym_extend.4,dms_synonym_extend.5
T60.3,ICD10,T60.3,ICD10,T60.3,Herbicides and fungicides,Herbicides and fungicides,,,,,,Herbicides and fungicides,,,,,
T60.4,ICD10,T60.4,ICD10,T60.4,Rodenticides,Rodenticides,,,,,,Rodenticides,strychnine and its saltsT65.1,,,,
T60.8,ICD10,T60.8,ICD10,T60.8,Other pesticides,Other pesticides,,,,,,Other pesticides,,,,,
T60.9,ICD10,T60.9,ICD10,T60.9,"Pesticide, unspecified","Pesticide, unspecified",,,,,,"Pesticide, unspecified",,,,,
T61,ICD10,T61,ICD10,T61,Toxic effect of noxious substances eaten as seafood,Toxic effect of noxious substances eaten as seafood,,,,,,"allergic reaction to food, such as: gastroenteritis (noninfective)K52.-","toxic effect of food contaminants, such as: cyanidesT65.0","allergic reaction to food, such as: anaphylactic shock due to adverse food reactionT78.0","toxic effect of food contaminants, such as: mercuryT56.1",bacterial foodborne intoxicationsA05.-,"toxic effect of food contaminants, such as: hydrogen cyanideT57.3"
T61.0,ICD10,T61.0,ICD10,T61.0,Ciguatera fish poisoning,Ciguatera fish poisoning,,,,,,Ciguatera fish poisoning,,,,,
T61.1,ICD10,T61.1,ICD10,T61.1,Scombroid fish poisoning,Scombroid fish poisoning,Histamine-like syndrome,,,,,Scombroid fish poisoning,Histamine-like syndrome,,,,
T61.2,ICD10,T61.2,ICD10,T61.2,Other fish and shellfish poisoning,Other fish and shellfish poisoning,,,,,,Other fish and shellfish poisoning,,,,,
T61.8,ICD10,T61.8,ICD10,T61.8,Toxic effect of other seafoods,Toxic effect of other seafoods,,,,,,Toxic effect of other seafoods,,,,,
T61.9,ICD10,T61.9,ICD10,T61.9,Toxic effect of unspecified seafood,Toxic effect of unspecified seafood,,,,,,Toxic effect of unspecified seafood,,,,,
T62,ICD10,T62,ICD10,T62,Toxic effect of other noxious substances eaten as food,Toxic effect of other noxious substances eaten as food,,,,,,"allergic reaction to food, such as: gastroenteritis (noninfective)K52.-","toxic effect of food contaminants, such as: cyanidesT65.0","allergic reaction to food, such as: anaphylactic shock due to adverse food reactionT78.0",Toxic effect of other noxious substances eaten as food,"toxic effect of food contaminants, such as: mercuryT56.1",bacterial foodborne intoxicationsA05.-
T62.0,ICD10,T62.0,ICD10,T62.0,Ingested mushrooms,Ingested mushrooms,,,,,,Ingested mushrooms,,,,,
T62.1,ICD10,T62.1,ICD10,T62.1,Ingested berries,Ingested berries,,,,,,Ingested berries,,,,,
T62.2,ICD10,T62.2,ICD10,T62.2,Other ingested (parts of) plant(s),Other ingested (parts of) plant(s),,,,,,Other ingested (parts of) plant(s),,,,,
T62.8,ICD10,T62.8,ICD10,T62.8,Other specified noxious substances eaten as food,Other specified noxious substances eaten as food,,,,,,Other specified noxious substances eaten as food,,,,,
T62.9,ICD10,T62.9,ICD10,T62.9,"Noxious substance eaten as food, unspecified","Noxious substance eaten as food, unspecified",,,,,,"Noxious substance eaten as food, unspecified",,,,,
T63,ICD10,T63,ICD10,T63,Toxic effect of contact with venomous animals,Toxic effect of contact with venomous animals,,,,,,Toxic effect of contact with venomous animals,,,,,
T63.0,ICD10,T63.0,ICD10,T63.0,Snake venom,Snake venom,Sea-snake venom,,,,,Snake venom,Sea-snake venom,,,,
T63.1,ICD10,T63.1,ICD10,T63.1,Venom of other reptiles,Venom of other reptiles,Lizard venom,,,,,Venom of other reptiles,Lizard venom,,,,
T63.2,ICD10,T63.2,ICD10,T63.2,Venom of scorpion,Venom of scorpion,,,,,,Venom of scorpion,,,,,
T63.3,ICD10,T63.3,ICD10,T63.3,Venom of spider,Venom of spider,,,,,,Venom of spider,,,,,
T63.4,ICD10,T63.4,ICD10,T63.4,Venom of other arthropods,"Insect bite or sting, venomous",Venom of other arthropods,,,,,"Insect bite or sting, venomous",Venom of other arthropods,,,,
T63.5,ICD10,T63.5,ICD10,T63.5,Toxic effect of contact with fish,Toxic effect of contact with fish,,,,,,poisoning by ingestion of fishT61.0-T61.2,Toxic effect of contact with fish,,,,
T63.6,ICD10,T63.6,ICD10,T63.6,Toxic effect of contact with other marine animals,Toxic effect of contact with other marine animals,Shellfish,Sea anemone,Jellyfish,Starfish,,poisoning by ingestion of shellfishT61.2,Sea anemone,sea-snake venomT63.0,Toxic effect of contact with other marine animals,Shellfish,Jellyfish
T63.8,ICD10,T63.8,ICD10,T63.8,Toxic effect of contact with other venomous animals,Venom of amphibian,Toxic effect of contact with other venomous animals,,,,,Venom of amphibian,Toxic effect of contact with other venomous animals,,,,
T63.9,ICD10,T63.9,ICD10,T63.9,Toxic effect of contact with unspecified venomous animal,Toxic effect of contact with unspecified venomous animal,,,,,,Toxic effect of contact with unspecified venomous animal,,,,,
T64,ICD10,T64,ICD10,T64,Toxic effect of aflatoxin and other mycotoxin food contaminants,Toxic effect of aflatoxin and other mycotoxin food contaminants,,,,,,Toxic effect of aflatoxin and other mycotoxin food contaminants,,,,,
T65,ICD10,T65,ICD10,T65,Toxic effect of other and unspecified substances,Toxic effect of other and unspecified substances,,,,,,Toxic effect of other and unspecified substances,,,,,
T65.0,ICD10,T65.0,ICD10,T65.0,Cyanides,Cyanides,,,,,,Cyanides,hydrogen cyanideT57.3,,,,
T65.1,ICD10,T65.1,ICD10,T65.1,Strychnine and its salts,Strychnine and its salts,,,,,,Strychnine and its salts,,,,,
T65.2,ICD10,T65.2,ICD10,T65.2,Tobacco and nicotine,Tobacco and nicotine,,,,,,Tobacco and nicotine,,,,,
T65.3,ICD10,T65.3,ICD10,T65.3,Nitroderivatives and aminoderivatives of benzene and its homologues,Trinitrotoluene,Aniline [benzenamine],Nitroderivatives and aminoderivatives of benzene and its homologues,Nitrobenzene,,,Trinitrotoluene,Aniline [benzenamine],Nitroderivatives and aminoderivatives of benzene and its homologues,Nitrobenzene,,
T65.4,ICD10,T65.4,ICD10,T65.4,Carbon disulfide,Carbon disulfide,,,,,,Carbon disulfide,,,,,
T65.5,ICD10,T65.5,ICD10,T65.5,Nitroglycerin and other nitric acids and esters,Nitroglycerin and other nitric acids and esters,"1,2,3-Propanetriol trinitrate",,,,,Nitroglycerin and other nitric acids and esters,"1,2,3-Propanetriol trinitrate",,,,
T65.6,ICD10,T65.6,ICD10,T65.6,"Paints and dyes, not elsewhere classified","Paints and dyes, not elsewhere classified",,,,,,"Paints and dyes, not elsewhere classified",,,,,
T65.8,ICD10,T65.8,ICD10,T65.8,Toxic effect of other specified substances,Toxic effect of other specified substances,,,,,,Toxic effect of other specified substances,,,,,
T65.9,ICD10,T65.9,ICD10,T65.9,Toxic effect of unspecified substance,Poisoning NOS,Toxic effect of unspecified substance,,,,,Poisoning NOS,Toxic effect of unspecified substance,,,,
T66,ICD10,T66,ICD10,T66,Unspecified effects of radiation,Radiation sickness,Unspecified effects of radiation,,,,,"specified adverse effects of radiation, such as: radiation: related disorders of the skin and subcutaneous tissueL55-L59","specified adverse effects of radiation, such as: burnsT20-T31","specified adverse effects of radiation, such as: radiation: gastroenteritis and colitisK52.0","specified adverse effects of radiation, such as: radiation: pneumonitisJ70.0","specified adverse effects of radiation, such as: leukaemiaC91-C95",Radiation sickness
T67,ICD10,T67,ICD10,T67,Effects of heat and light,Effects of heat and light,,,,,,malignant hyperthermia due to anaesthesiaT88.3,sweat disorders due to heatL74-L75,sunburnL55.-,burnsT20-T31,erythema [dermatitis] ab igneL59.0,Effects of heat and light
T67.0,ICD10,T67.0,ICD10,T67.0,Heatstroke and sunstroke,Heat: apoplexy,Heat: pyrexia,Siriasis,Heatstroke and sunstroke,Thermoplegia,,Heat: apoplexy,Heat: pyrexia,Siriasis,Heatstroke and sunstroke,Thermoplegia,
T67.1,ICD10,T67.1,ICD10,T67.1,Heat syncope,Heat syncope,Heat collapse,,,,,Heat syncope,Heat collapse,,,,
T67.2,ICD10,T67.2,ICD10,T67.2,Heat cramp,Heat cramp,,,,,,Heat cramp,,,,,
T67.3,ICD10,T67.3,ICD10,T67.3,"Heat exhaustion, anhydrotic",Heat prostration due to water depletion,"Heat exhaustion, anhydrotic",,,,,heat exhaustion due to salt depletionT67.4,Heat prostration due to water depletion,"Heat exhaustion, anhydrotic",,,
T67.4,ICD10,T67.4,ICD10,T67.4,Heat exhaustion due to salt depletion,Heat exhaustion due to salt depletion,Heat prostration due to salt (and water) depletion,,,,,Heat exhaustion due to salt depletion,Heat prostration due to salt (and water) depletion,,,,
T67.5,ICD10,T67.5,ICD10,T67.5,"Heat exhaustion, unspecified","Heat exhaustion, unspecified",Heat prostration NOS,,,,,"Heat exhaustion, unspecified",Heat prostration NOS,,,,
T67.6,ICD10,T67.6,ICD10,T67.6,"Heat fatigue, transient","Heat fatigue, transient",,,,,,"Heat fatigue, transient",,,,,
T67.7,ICD10,T67.7,ICD10,T67.7,Heat oedema,Heat oedema,,,,,,Heat oedema,,,,,
T67.8,ICD10,T67.8,ICD10,T67.8,Other effects of heat and light,Other effects of heat and light,,,,,,Other effects of heat and light,,,,,
T67.9,ICD10,T67.9,ICD10,T67.9,"Effect of heat and light, unspecified","Effect of heat and light, unspecified",,,,,,"Effect of heat and light, unspecified",,,,,
T68,ICD10,T68,ICD10,T68,Hypothermia,Hypothermia,Accidental hypothermia,,,,,frostbiteT33-T35,hypothermia (of): newbornP80.-,hypothermia (of): following anaesthesiaT88.5,hypothermia (of): not associated with low environmental temperatureR68.0,Hypothermia,Accidental hypothermia
T69,ICD10,T69,ICD10,T69,Other effects of reduced temperature,Other effects of reduced temperature,,,,,,Other effects of reduced temperature,frostbiteT33-T35,,,,
T69.0,ICD10,T69.0,ICD10,T69.0,Immersion hand and foot,Trench foot,Immersion hand and foot,,,,,Trench foot,Immersion hand and foot,,,,
T69.1,ICD10,T69.1,ICD10,T69.1,Chilblains,Chilblains,,,,,,Chilblains,,,,,
T69.8,ICD10,T69.8,ICD10,T69.8,Other specified effects of reduced temperature,Other specified effects of reduced temperature,,,,,,Other specified effects of reduced temperature,,,,,
T69.9,ICD10,T69.9,ICD10,T69.9,"Effect of reduced temperature, unspecified","Effect of reduced temperature, unspecified",,,,,,"Effect of reduced temperature, unspecified",,,,,
T70,ICD10,T70,ICD10,T70,Effects of air pressure and water pressure,Effects of air pressure and water pressure,,,,,,Effects of air pressure and water pressure,,,,,
T70.0,ICD10,T70.0,ICD10,T70.0,Otitic barotrauma,Effects of change in ambient atmospheric pressure or water pressure on ears,Aero-otitis media,Otitic barotrauma,,,,Effects of change in ambient atmospheric pressure or water pressure on ears,Aero-otitis media,Otitic barotrauma,,,
T70.1,ICD10,T70.1,ICD10,T70.1,Sinus barotrauma,Effects of change in ambient atmospheric pressure on sinuses,Sinus barotrauma,Aerosinusitis,,,,Effects of change in ambient atmospheric pressure on sinuses,Sinus barotrauma,Aerosinusitis,,,
T70.2,ICD10,T70.2,ICD10,T70.2,Other and unspecified effects of high altitude,Alpine sickness,Mountain sickness,Hypobaropathy,Anoxia due to high altitude,Other and unspecified effects of high altitude,Barotrauma NOS,Alpine sickness,Mountain sickness,Hypobaropathy,Anoxia due to high altitude,Other and unspecified effects of high altitude,Barotrauma NOS
T70.3,ICD10,T70.3,ICD10,T70.3,Caisson disease [decompression sickness],Compressed-air disease,Caisson disease [decompression sickness],Diver palsy or paralysis,,,,Compressed-air disease,Caisson disease [decompression sickness],Diver palsy or paralysis,,,
T70.4,ICD10,T70.4,ICD10,T70.4,Effects of high-pressure fluids,Traumatic jet injection (industrial),Effects of high-pressure fluids,,,,,Traumatic jet injection (industrial),Effects of high-pressure fluids,,,,
T70.8,ICD10,T70.8,ICD10,T70.8,Other effects of air pressure and water pressure,Blast injury syndrome,Other effects of air pressure and water pressure,,,,,Blast injury syndrome,Other effects of air pressure and water pressure,,,,
T70.9,ICD10,T70.9,ICD10,T70.9,"Effect of air pressure and water pressure, unspecified","Effect of air pressure and water pressure, unspecified",,,,,,"Effect of air pressure and water pressure, unspecified",,,,,
T71,ICD10,T71,ICD10,T71,Asphyxiation,Asphyxiation,Systemic oxygen deficiency due to: low oxygen content in ambient air,Suffocation (by strangulation),Systemic oxygen deficiency due to: mechanical threat to breathing,,,asphyxia from: carbon monoxideT58,Asphyxiation,Systemic oxygen deficiency due to: low oxygen content in ambient air,"asphyxia from: other gases, fumes and vapoursT59.-",respiratory distress: syndrome in adultJ80,respiratory distress: in newbornP22.-
T73,ICD10,T73,ICD10,T73,Effects of other deprivation,Effects of other deprivation,,,,,,Effects of other deprivation,,,,,
T73.0,ICD10,T73.0,ICD10,T73.0,Effects of hunger,Starvation,Deprivation of food,Effects of hunger,,,,Starvation,Deprivation of food,Effects of hunger,,,
T73.1,ICD10,T73.1,ICD10,T73.1,Effects of thirst,Deprivation of water,Effects of thirst,,,,,Deprivation of water,Effects of thirst,,,,
T73.2,ICD10,T73.2,ICD10,T73.2,Exhaustion due to exposure,Exhaustion due to exposure,,,,,,Exhaustion due to exposure,,,,,
T73.3,ICD10,T73.3,ICD10,T73.3,Exhaustion due to excessive exertion,Exhaustion due to excessive exertion,Overexertion,,,,,Exhaustion due to excessive exertion,Overexertion,,,,
T73.8,ICD10,T73.8,ICD10,T73.8,Other effects of deprivation,Other effects of deprivation,,,,,,Other effects of deprivation,,,,,
T73.9,ICD10,T73.9,ICD10,T73.9,"Effect of deprivation, unspecified","Effect of deprivation, unspecified",,,,,,"Effect of deprivation, unspecified",,,,,
T74,ICD10,T74,ICD10,T74,Maltreatment syndromes,Maltreatment syndromes,,,,,,Maltreatment syndromes,,,,,
T74.0,ICD10,T74.0,ICD10,T74.0,Neglect or abandonment,Neglect or abandonment,,,,,,Neglect or abandonment,,,,,
T74.1,ICD10,T74.1,ICD10,T74.1,Physical abuse,Battered: spouse syndrome NOS,Battered: baby or child syndrome NOS,Physical abuse,,,,Battered: spouse syndrome NOS,Battered: baby or child syndrome NOS,Physical abuse,,,
T74.2,ICD10,T74.2,ICD10,T74.2,Sexual abuse,Sexual abuse,,,,,,Sexual abuse,,,,,
T74.3,ICD10,T74.3,ICD10,T74.3,Psychological abuse,Psychological abuse,,,,,,Psychological abuse,,,,,
T74.8,ICD10,T74.8,ICD10,T74.8,Other maltreatment syndromes,Mixed forms,Other maltreatment syndromes,,,,,Mixed forms,Other maltreatment syndromes,,,,
T74.9,ICD10,T74.9,ICD10,T74.9,"Maltreatment syndrome, unspecified",Effects of: child abuse NOS,Effects of: abuse of adult NOS,"Maltreatment syndrome, unspecified",,,,Effects of: child abuse NOS,Effects of: abuse of adult NOS,"Maltreatment syndrome, unspecified",,,
T75,ICD10,T75,ICD10,T75,Effects of other external causes,Effects of other external causes,,,,,,adverse effects NECT78.-,burns (electric)T20-T31,Effects of other external causes,,,
T75.0,ICD10,T75.0,ICD10,T75.0,Effects of lightning,Effects of lightning,Struck by lightning NOS,Shock from lightning,,,,Effects of lightning,Struck by lightning NOS,Shock from lightning,,,
T75.1,ICD10,T75.1,ICD10,T75.1,Drowning and nonfatal submersion,Immersion,Swimmer cramp,Drowning and nonfatal submersion,,,,Immersion,Swimmer cramp,Drowning and nonfatal submersion,,,
T75.2,ICD10,T75.2,ICD10,T75.2,Effects of vibration,Traumatic vasospastic syndrome,Pneumatic hammer syndrome,Effects of vibration,Vertigo from infrasound,,,Traumatic vasospastic syndrome,Pneumatic hammer syndrome,Effects of vibration,Vertigo from infrasound,,
T75.3,ICD10,T75.3,ICD10,T75.3,Motion sickness,Seasickness,Travel sickness,Motion sickness,Airsickness,,,Seasickness,Travel sickness,Motion sickness,Airsickness,,
T75.4,ICD10,T75.4,ICD10,T75.4,Effects of electric current,Effects of electric current,Shock from electric current,Electrocution,,,,Effects of electric current,Shock from electric current,Electrocution,,,
T75.8,ICD10,T75.8,ICD10,T75.8,Other specified effects of external causes,Other specified effects of external causes,Effects of: abnormal gravitation [G] forces,Effects of: weightlessness,,,,Other specified effects of external causes,Effects of: abnormal gravitation [G] forces,Effects of: weightlessness,,,
T78,ICD10,T78,ICD10,T78,"Adverse effects, not elsewhere classified","Adverse effects, not elsewhere classified",,,,,,complications of surgical and medical care NECT80-T88,"Adverse effects, not elsewhere classified",,,,
T78.0,ICD10,T78.0,ICD10,T78.0,Anaphylactic shock due to adverse food reaction,Anaphylactic shock due to adverse food reaction,,,,,,Anaphylactic shock due to adverse food reaction,,,,,
T78.1,ICD10,T78.1,ICD10,T78.1,"Other adverse food reactions, not elsewhere classified","Other adverse food reactions, not elsewhere classified",,,,,,dermatitis due to foodL27.2,"Other adverse food reactions, not elsewhere classified",dermatitis due to food in contact with the skinL23.6L24.6L25.4,bacterial foodborne intoxicationsA05.-,,
T78.2,ICD10,T78.2,ICD10,T78.2,"Anaphylactic shock, unspecified",Anaphylaxis NOS,"Anaphylactic shock, unspecified",Allergic shock NOS,Anaphylactic reaction NOS,,,anaphylactic shock due to: adverse food reactionT78.0,anaphylactic shock due to: serumT80.5,Anaphylaxis NOS,"Anaphylactic shock, unspecified",Allergic shock NOS,anaphylactic shock due to: adverse effect of correct medicinal substance properly administeredT88.6
T78.3,ICD10,T78.3,ICD10,T78.3,Angioneurotic oedema,Giant urticaria,Angioneurotic oedema,Quincke oedema,,,,Giant urticaria,urticariaL50.-,Angioneurotic oedema,Quincke oedema,urticaria serumT80.6,
T78.4,ICD10,T78.4,ICD10,T78.4,"Allergy, unspecified","Allergy, unspecified",Allergic reaction NOS,Hypersensitivity NOS,Idiosyncracy NOS,,,specified types of allergic reaction such as: allergic gastroenteritis and colitisK52.2,specified types of allergic reaction such as: hay feverJ30.1,specified types of allergic reaction such as: dermatitisL23-L25L27.-,Idiosyncracy NOS,Allergic reaction NOS,allergic reaction NOS to correct medicinal substance properly administeredT88.7
T78.8,ICD10,T78.8,ICD10,T78.8,"Other adverse effects, not elsewhere classified","Other adverse effects, not elsewhere classified",,,,,,"Other adverse effects, not elsewhere classified",,,,,
T78.9,ICD10,T78.9,ICD10,T78.9,"Adverse effect, unspecified","Adverse effect, unspecified",,,,,,"Adverse effect, unspecified",adverse effect of surgical and medical care NOST88.9,,,,
T79,ICD10,T79,ICD10,T79,"Certain early complications of trauma, not elsewhere classified","Certain early complications of trauma, not elsewhere classified",,,,,,complications of surgical and medical care NECT80-T88,respiratory distress: syndrome of adultJ80,respiratory distress: in newbornP22.-,when occurring during or following medical proceduresT80-T88,"Certain early complications of trauma, not elsewhere classified",
T79.0,ICD10,T79.0,ICD10,T79.0,Air embolism (traumatic),Air embolism (traumatic),,,,,,"air embolism complicating: pregnancy, childbirth and the puerperiumO88.0",air embolism complicating: abortion or ectopic or molar pregnancyO00-O07O08.2,Air embolism (traumatic),,,
T79.1,ICD10,T79.1,ICD10,T79.1,Fat embolism (traumatic),Fat embolism (traumatic),,,,,,Fat embolism (traumatic),"fat embolism complicating: pregnancy, childbirth and the puerperiumO88.8",fat embolism complicating: abortion or ectopic or molar pregnancyO00-O07O08.2,,,
T79.2,ICD10,T79.2,ICD10,T79.2,Traumatic secondary and recurrent haemorrhage,Traumatic secondary and recurrent haemorrhage,,,,,,Traumatic secondary and recurrent haemorrhage,,,,,
T79.3,ICD10,T79.3,ICD10,T79.3,"Post-traumatic wound infection, not elsewhere classified","Post-traumatic wound infection, not elsewhere classified",,,,,,"Post-traumatic wound infection, not elsewhere classified",,,,,
T79.4,ICD10,T79.4,ICD10,T79.4,Traumatic shock,Shock (immediate)(delayed) following injury,Traumatic shock,,,,,shock: nontraumatic NECR57.-,shock: anaphylactic: due to: correct medicinal substance properly administeredT88.6,Traumatic shock,shock: obstetricO75.1,shock: anaestheticT88.2,shock: complicating abortion or ectopic or molar pregnancyO00-O07O08.3
T79.5,ICD10,T79.5,ICD10,T79.5,Traumatic anuria,Crush syndrome,Renal failure following crushing,Traumatic anuria,,,,Crush syndrome,Renal failure following crushing,Traumatic anuria,,,
T79.6,ICD10,T79.6,ICD10,T79.6,Traumatic ischaemia of muscle,Compartment syndrome,Traumatic ischaemia of muscle,Volkmann ischaemic contracture,,,,anterior tibial syndromeM76.8,Compartment syndrome,Traumatic ischaemia of muscle,Volkmann ischaemic contracture,,
T79.7,ICD10,T79.7,ICD10,T79.7,Traumatic subcutaneous emphysema,Traumatic subcutaneous emphysema,,,,,,emphysema (subcutaneous) resulting from a procedureT81.8,Traumatic subcutaneous emphysema,,,,
T79.8,ICD10,T79.8,ICD10,T79.8,Other early complications of trauma,Other early complications of trauma,,,,,,Other early complications of trauma,,,,,
T79.9,ICD10,T79.9,ICD10,T79.9,Unspecified early complication of trauma,Unspecified early complication of trauma,,,,,,Unspecified early complication of trauma,,,,,
T80,ICD10,T80,ICD10,T80,"Complications following infusion, transfusion and therapeutic injection","Complications following infusion, transfusion and therapeutic injection",perfusion,,,,,bone-marrow transplant rejectionT86.0,"Complications following infusion, transfusion and therapeutic injection",perfusion,,,
T80.0,ICD10,T80.0,ICD10,T80.0,"Air embolism following infusion, transfusion and therapeutic injection","Air embolism following infusion, transfusion and therapeutic injection",,,,,,"Air embolism following infusion, transfusion and therapeutic injection",,,,,
T80.1,ICD10,T80.1,ICD10,T80.1,"Vascular complications following infusion, transfusion and therapeutic injection","Phlebitis following infusion, transfusion and therapeutic injection","Thromboembolism following infusion, transfusion and therapeutic injection","Thrombophlebitis following infusion, transfusion and therapeutic injection","Vascular complications following infusion, transfusion and therapeutic injection",,,"Thromboembolism following infusion, transfusion and therapeutic injection",the listed conditions when specified as: postproceduralT81.7,"the listed conditions when specified as: due to prosthetic devices, implants and graftsT82.8T83.8T84.8T85.8","Thrombophlebitis following infusion, transfusion and therapeutic injection","Phlebitis following infusion, transfusion and therapeutic injection","Vascular complications following infusion, transfusion and therapeutic injection"
T80.2,ICD10,T80.2,ICD10,T80.2,"Infections following infusion, transfusion and therapeutic injection","Infection following infusion, transfusion and therapeutic injection","Sepsis following infusion, transfusion and therapeutic injection","Infections following infusion, transfusion and therapeutic injection",,,,"hepatitis, post-transfusion B16-B19","the listed conditions when specified as: due to prosthetic devices, implants and graftsT82.6-T82.7T83.5-T83.6T84.5-T84.7T85.7","Infections following infusion, transfusion and therapeutic injection","Infection following infusion, transfusion and therapeutic injection","Sepsis following infusion, transfusion and therapeutic injection",the listed conditions when specified as: postproceduralT81.4
T80.3,ICD10,T80.3,ICD10,T80.3,ABO incompatibility reaction,Incompatible blood transfusion,Reaction to blood-group incompatibility in infusion or transfusion,ABO incompatibility reaction,,,,Incompatible blood transfusion,Reaction to blood-group incompatibility in infusion or transfusion,ABO incompatibility reaction,,,
T80.4,ICD10,T80.4,ICD10,T80.4,Rh incompatibility reaction,Rh incompatibility reaction,Reaction due to Rh factor in infusion or transfusion,,,,,Rh incompatibility reaction,Reaction due to Rh factor in infusion or transfusion,,,,
T80.5,ICD10,T80.5,ICD10,T80.5,Anaphylactic shock due to serum,Anaphylactic shock due to serum,,,,,,Anaphylactic shock due to serum,shock: anaphylactic: due to adverse effect of correct medicinal substance properly administeredT88.6,shock: anaphylactic: NOST78.2,shock: allergic NOST78.2,,
T80.6,ICD10,T80.6,ICD10,T80.6,Other serum reactions,Intoxication by serum,Serum: urticaria,Protein sickness,Serum: sickness,Serum: rash,Other serum reactions,serum hepatitisB16-B19,Intoxication by serum,Serum: urticaria,Protein sickness,Serum: sickness,Serum: rash
T80.8,ICD10,T80.8,ICD10,T80.8,"Other complications following infusion, transfusion and therapeutic injection","Other complications following infusion, transfusion and therapeutic injection",,,,,,"Other complications following infusion, transfusion and therapeutic injection",,,,,
T80.9,ICD10,T80.9,ICD10,T80.9,"Unspecified complication following infusion, transfusion and therapeutic injection",Transfusion reaction NOS,"Unspecified complication following infusion, transfusion and therapeutic injection",,,,,Transfusion reaction NOS,"Unspecified complication following infusion, transfusion and therapeutic injection",,,,
T81,ICD10,T81,ICD10,T81,"Complications of procedures, not elsewhere classified","Complications of procedures, not elsewhere classified",,,,,,adverse effect of drug NOST88.7,"specified complications classified elsewhere, such as: poisoning and toxic effects of drugs and chemicalsT36-T65","specified complications classified elsewhere, such as: complications of prosthetic devices, implants and graftsT82-T85","complication following: infusion, transfusion and therapeutic injectionT80.-","specified complications classified elsewhere, such as: dermatitis due to drugs and medicamentsL23.3L24.4L25.1L27.0-L27.1",complication following: immunizationT88.0-T88.1
T81.0,ICD10,T81.0,ICD10,T81.0,"Haemorrhage and haematoma complicating a procedure, not elsewhere classified",Haemorrhage at any site resulting from a procedure,"Haemorrhage and haematoma complicating a procedure, not elsewhere classified",,,,,"haemorrhage due to prosthetic devices, implants and graftsT82.8T83.8T84.8T85.8",Haemorrhage at any site resulting from a procedure,"Haemorrhage and haematoma complicating a procedure, not elsewhere classified",haematoma of obstetric woundO90.2,,
T81.1,ICD10,T81.1,ICD10,T81.1,"Shock during or resulting from a procedure, not elsewhere classified",Postoperative shock NOS,Shock (endotoxic)(hypovolaemic) during or following a procedure,Collapse NOS during or following a procedure,"Shock during or resulting from a procedure, not elsewhere classified",,,Postoperative shock NOS,shock: following abortion or ectopic or molar pregnancyO00-O07O08.3,Collapse NOS during or following a procedure,shock: anaphylactic: due to: correct medicinal substance properly administeredT88.6,"Shock during or resulting from a procedure, not elsewhere classified",shock: obstetricO75.1
T81.2,ICD10,T81.2,ICD10,T81.2,"Accidental puncture and laceration during a procedure, not elsewhere classified",Accidental perforation of: organ by endoscope during a procedure,Accidental perforation of: blood vessel by probe during a procedure,Accidental perforation of: nerve by instrument during a procedure,"Accidental puncture and laceration during a procedure, not elsewhere classified",Accidental perforation of: organ by probe during a procedure,Accidental perforation of: blood vessel by catheter during a procedure,damage from instruments during deliveryO70-O71,Accidental perforation of: organ by endoscope during a procedure,Accidental perforation of: blood vessel by probe during a procedure,Accidental perforation of: nerve by instrument during a procedure,"Accidental puncture and laceration during a procedure, not elsewhere classified",Accidental perforation of: organ by probe during a procedure
T81.3,ICD10,T81.3,ICD10,T81.3,"Disruption of operation wound, not elsewhere classified",Dehiscence of operation wound,"Disruption of operation wound, not elsewhere classified",Rupture of operation wound,,,,Dehiscence of operation wound,disruption of: perineal obstetric woundO90.1,"Disruption of operation wound, not elsewhere classified",disruption of: caesarean-section woundO90.0,Rupture of operation wound,
T81.4,ICD10,T81.4,ICD10,T81.4,"Infection following a procedure, not elsewhere classified",Abscess: intra-abdominal postprocedural,Abscess: stitch postprocedural,Sepsis postprocedural,Abscess: subphrenic postprocedural,"Infection following a procedure, not elsewhere classified",Abscess: wound postprocedural,"infection due to: infusion, transfusion and therapeutic injectionT80.2",Abscess: intra-abdominal postprocedural,Abscess: stitch postprocedural,obstetric surgical wound infectionO86.0,Sepsis postprocedural,Abscess: subphrenic postprocedural
T81.5,ICD10,T81.5,ICD10,T81.5,Foreign body accidentally left in body cavity or operation wound following a procedure,Adhesions due to foreign body accidentally left in operation wound or body cavity,Perforation due to foreign body accidentally left in operation wound or body cavity,Foreign body accidentally left in body cavity or operation wound following a procedure,Obstruction due to foreign body accidentally left in operation wound or body cavity,,,Adhesions due to foreign body accidentally left in operation wound or body cavity,obstruction or perforation due to prosthetic devices and implants intentionally left in bodyT82.0-T82.5T83.0-T83.4T84.0-T84.4T85.0-T85.6,Perforation due to foreign body accidentally left in operation wound or body cavity,Foreign body accidentally left in body cavity or operation wound following a procedure,Obstruction due to foreign body accidentally left in operation wound or body cavity,
T81.6,ICD10,T81.6,ICD10,T81.6,Acute reaction to foreign substance accidentally left during a procedure,Acute reaction to foreign substance accidentally left during a procedure,Peritonitis: chemical,Peritonitis: aseptic,,,,Acute reaction to foreign substance accidentally left during a procedure,Peritonitis: chemical,Peritonitis: aseptic,,,
