dms_id,dms_ids.0.db,dms_ids.0.id,dms_ids.1.db,dms_ids.1.id,dms_ids.2.db,dms_ids.2.id,dms_ids.3.db,dms_ids.3.id,dms_ids.4.db,dms_ids.4.id,dms_ids.5.db,dms_ids.5.id,dms_ids.6.db,dms_ids.6.id,dms_ids.7.db,dms_ids.7.id,dms_ids_extend.0.db,dms_ids_extend.0.id,dms_ids_extend.1.db,dms_ids_extend.1.id,dms_ids_extend.2.db,dms_ids_extend.2.id,dms_ids_extend.3.db,dms_ids_extend.3.id,dms_ids_extend.4.db,dms_ids_extend.4.id,dms_ids_extend.5.db,dms_ids_extend.5.id,dms_ids_extend.6.db,dms_ids_extend.6.id,dms_ids_extend.7.db,dms_ids_extend.7.id,dms_name,dms_synonym.0,dms_synonym.1,dms_synonym.2,dms_synonym.3,dms_synonym.4,dms_synonym_extend.0,dms_synonym_extend.1,dms_synonym_extend.2,dms_synonym_extend.3,dms_synonym_extend.4
5184,DOID,5184,,,,,,,,,,,,,,,DOID,5184,,,,,,,,,,,,,,,obsolete recurrent nephroblastoma,obsolete recurrent nephroblastoma,relapsed renal Wilms' tumor,,,,obsolete recurrent nephroblastoma,relapsed renal Wilms' tumor,,,
5185,DOID,5185,,,,,,,,,,,,,,,DOID,5185,,,,,,,,,,,,,,,obsolete anaplastic renal Wilms' tumor,anaplastic renal Wilm's tumor,anaplastic renal Wilms tumor,obsolete anaplastic renal Wilms' tumor,,,anaplastic renal Wilm's tumor,anaplastic renal Wilms tumor,obsolete anaplastic renal Wilms' tumor,,
5189,DOID,5189,NCI,C9146,NCI2004_11_17,C9146,UMLS_CUI,C0279608,,,,,,,,,DOID,5189,NCI,C9146,NCI2004_11_17,C9146,UMLS_CUI,C0279608,,,,,,,,,epithelial predominant Wilms' tumor,epithelial Predominant renal Wilms tumor,epithelial predominant Wilms' tumor,epithelial predominant kidney adenosarcoma,,,epithelial Predominant renal Wilms tumor,epithelial predominant Wilms' tumor,epithelial predominant kidney adenosarcoma,,
519,DOID,519,ICD10CM,I77.6,MESH,D001025,NCI,C97085,SNOMEDCT_US_2018_03_01,70933002,UMLS_CUI,C0003509,,,,,DOID,519,ICD10CM,I77.6,MESH,D001025,NCI,C97085,SNOMEDCT_US_2018_03_01,70933002,UMLS_CUI,C0003509,,,,,aortitis,aortitis,,,,,aortitis,,,,
5190,DOID,5190,NCI,C40236,UMLS_CUI,C1516437,,,,,,,,,,,DOID,5190,NCI,C40236,UMLS_CUI,C1516437,,,,,,,,,,,cervical Wilms' tumor,cervical Wilms tumor,cervical Wilms' tumor,,,,cervical Wilms tumor,cervical Wilms' tumor,,,
5191,DOID,5191,NCI,C9148,NCI2004_11_17,C9148,UMLS_CUI,C0279610,,,,,,,,,DOID,5191,NCI,C9148,NCI2004_11_17,C9148,UMLS_CUI,C0279610,,,,,,,,,stromal predominant kidney Wilms' tumor,Stromal Predominant renal Wilms tumor,stromal predominant kidney Wilms' tumor,,,,Stromal Predominant renal Wilms tumor,stromal predominant kidney Wilms' tumor,,,
5193,DOID,5193,NCI,C42058,UMLS_CUI,C1517445,,,,,,,,,,,DOID,5193,NCI,C42058,UMLS_CUI,C1517445,,,,,,,,,,,nodular ganglioneuroblastoma,nodular ganglioneuroblastoma,,,,,nodular ganglioneuroblastoma,,,,
5194,DOID,5194,NCI,C42057,UMLS_CUI,C1517444,,,,,,,,,,,DOID,5194,NCI,C42057,UMLS_CUI,C1517444,,,,,,,,,,,intermixed schwannian stroma-rich ganglioneuroblastoma,intermixed schwannian stroma-rich ganglioneuroblastoma,,,,,intermixed schwannian stroma-rich ganglioneuroblastoma,,,,
5195,DOID,5195,NCI,C6594,NCI2004_11_17,C6594,UMLS_CUI,C1335387,,,,,,,,,DOID,5195,NCI,C6594,NCI2004_11_17,C6594,UMLS_CUI,C1335387,,,,,,,,,peripheral nervous system ganglioneuroblastoma,PNS Ganglioneuroblastoma,peripheral nervous system ganglioneuroblastoma,,,,PNS Ganglioneuroblastoma,peripheral nervous system ganglioneuroblastoma,,,
5196,DOID,5196,NCI,C40129,UMLS_CUI,C1517110,,,,,,,,,,,DOID,5196,NCI,C40129,UMLS_CUI,C1517110,,,,,,,,,,,fallopian tube adenomatoid tumor,fallopian tube adenomatoid tumor,,,,,fallopian tube adenomatoid tumor,,,,
5199,DOID,5199,ICD9CM,593.4,MESH,D014517,UMLS_CUI,C0029866,,,,,,,,,DOID,5199,ICD9CM,593.4,MESH,D014517,UMLS_CUI,C0029866,,,,,,,,,ureteral obstruction,ureteral obstruction,,,,,ureteral obstruction,,,,
520,DOID,520,CSP2005,0571-0627,MESH,D001018,NCI,C101253,SNOMEDCT_US_2018_03_01,47040006,UMLS_CUI,C0003493,,,,,DOID,520,CSP2005,0571-0627,MESH,D001018,NCI,C101253,SNOMEDCT_US_2018_03_01,47040006,UMLS_CUI,C0003493,,,,,aortic disease,aortic disease,aortic disorder,disorder of the aorta,,,aortic disease,aortic disorder,disorder of the aorta,,
5200,DOID,5200,ICD10CM,N13.9,ICD9CM,599.6,ICD9CM,599.60,ICD9CM_2006,599.6,NCI,C3675,NCI,C79805,NCI2004_11_17,C3675,DOID,5200,ICD10CM,N13.9,ICD9CM,599.6,ICD9CM,599.60,ICD9CM_2006,599.6,NCI,C3675,NCI,C79805,NCI2004_11_17,C3675,urinary tract obstruction,Obstructive Uropathy,urinary obstruction,urinary tract obstruction,,,Obstructive Uropathy,urinary obstruction,urinary tract obstruction,,
5204,DOID,5204,CSP2005,1849-3494,ICD10CM,E74.19,MESH,D015319,NCI,C128119,OMIM,229700,SNOMEDCT_US_2018_03_01,28183005,UMLS_CUI,C0016756,DOID,5204,CSP2005,1849-3494,ICD10CM,E74.19,MESH,D015319,NCI,C128119,OMIM,229700,SNOMEDCT_US_2018_03_01,28183005,UMLS_CUI,C0016756,"fructose-1,6-bisphosphatase deficiency",fructose 1 phosphate aldolase deficiency,"fructose-1,6-bisphosphatase deficiency","fructose-1,6-diphosphatase deficiency",,,fructose 1 phosphate aldolase deficiency,"fructose-1,6-bisphosphatase deficiency","fructose-1,6-diphosphatase deficiency",,
5205,DOID,5205,,,,,,,,,,,,,,,DOID,5205,,,,,,,,,,,,,,,obsolete inborn errors fructose metabolism,obsolete inborn errors fructose metabolism,,,,,obsolete inborn errors fructose metabolism,,,,
5207,DOID,5207,NCI,C7286,NCI2004_11_17,C7286,UMLS_CUI,C1302569,,,,,,,,,DOID,5207,NCI,C7286,NCI2004_11_17,C7286,UMLS_CUI,C1302569,,,,,,,,,monodermal teratoma,Ovarian Monodermal teratoma,monodermal teratoma,,,,Ovarian Monodermal teratoma,monodermal teratoma,,,
5208,DOID,5208,NCI,C4291,SNOMEDCT_US_2018_03_01,18854008,UMLS_CUI,C0334525,,,,,,,,,DOID,5208,NCI,C4291,SNOMEDCT_US_2018_03_01,18854008,UMLS_CUI,C0334525,,,,,,,,,malignant struma ovarii,"Struma ovarii, malignant",malignant struma ovarii,,,,"Struma ovarii, malignant",malignant struma ovarii,,,
5209,DOID,5209,NCI,C40012,UMLS_CUI,C1511104,,,,,,,,,,,DOID,5209,NCI,C40012,UMLS_CUI,C1511104,,,,,,,,,,,benign struma ovarii,benign struma ovarii,,,,,benign struma ovarii,,,,
5212,DOID,5212,GARD,10307,MESH,D018981,NCI,C84615,OMIM,PS212065,ORDO,137,UMLS_CUI,C0282577,,,DOID,5212,GARD,10307,MESH,D018981,NCI,C84615,OMIM,PS212065,ORDO,137,UMLS_CUI,C0282577,,,congenital disorder of glycosylation,carbohydrate-deficient glycoprotein syndrome,congenital disorder of glycosylation,,,,carbohydrate-deficient glycoprotein syndrome,congenital disorder of glycosylation,,,
5213,DOID,5213,GARD,6102,ICD10CM,G61.81,ICD9CM,357.81,MESH,D020277,NCI,C84636,UMLS_CUI,C0393819,,,DOID,5213,GARD,6102,ICD10CM,G61.81,ICD9CM,357.81,MESH,D020277,NCI,C84636,UMLS_CUI,C0393819,,,chronic inflammatory demyelinating polyradiculoneuropathy,chronic inflammatory demyelinating polyradiculoneuropathy,,,,,chronic inflammatory demyelinating polyradiculoneuropathy,,,,
5214,DOID,5214,NCI,C27062,SNOMEDCT_US_2018_03_01,23414001,UMLS_CUI,C0270922,,,,,,,,,DOID,5214,NCI,C27062,SNOMEDCT_US_2018_03_01,23414001,UMLS_CUI,C0270922,,,,,,,,,demyelinating polyneuropathy,demyelinating polyneuropathy,peripheral demyelinating neuropathy,,,,demyelinating polyneuropathy,peripheral demyelinating neuropathy,,,
5215,DOID,5215,,,,,,,,,,,,,,,DOID,5215,,,,,,,,,,,,,,,obsolete ephemeral fever,Bovine ephemeral fever,Ephemeral fever of cattle,Three-Day Sickness,Three-Day Stiffsickness,obsolete ephemeral fever,Bovine ephemeral fever,Ephemeral fever of cattle,Three-Day Sickness,Three-Day Stiffsickness,obsolete ephemeral fever
5221,DOID,5221,NCI,C36071,UMLS_CUI,C1167650,,,,,,,,,,,DOID,5221,NCI,C36071,UMLS_CUI,C1167650,,,,,,,,,,,chronic polyneuropathy,chronic polyneuropathy,,,,,chronic polyneuropathy,,,,
5222,DOID,5222,MESH,D004684,NCI,C35383,UMLS_CUI,C0338418,,,,,,,,,DOID,5222,MESH,D004684,NCI,C35383,UMLS_CUI,C0338418,,,,,,,,,acute necrotizing encephalitis,acute necrotizing encephalitis,,,,,acute necrotizing encephalitis,,,,
5223,DOID,5223,MESH,D007246,NCI,C3836,SNOMEDCT_US_2018_03_01,15296000,SNOMEDCT_US_2018_03_01,8619003,UMLS_CUI,C0021359,,,,,DOID,5223,MESH,D007246,NCI,C3836,SNOMEDCT_US_2018_03_01,15296000,SNOMEDCT_US_2018_03_01,8619003,UMLS_CUI,C0021359,,,,,infertility,infertility,,,,,infertility,,,,
5224,DOID,5224,NCI,C35796,UMLS_CUI,C1332149,,,,,,,,,,,DOID,5224,NCI,C35796,UMLS_CUI,C1332149,,,,,,,,,,,acute hemorrhagic encephalitis,acute hemorrhagic encephalitis,,,,,acute hemorrhagic encephalitis,,,,
5225,DOID,5225,ICD10CM,A85.8,NCI,C26761,SNOMEDCT_US_2018_03_01,20411005,UMLS_CUI,C0014040,,,,,,,DOID,5225,ICD10CM,A85.8,NCI,C26761,SNOMEDCT_US_2018_03_01,20411005,UMLS_CUI,C0014040,,,,,,,von Economo's disease,Encephalitis lethargica,von Economo disease,von Economo's disease,,,Encephalitis lethargica,von Economo disease,von Economo's disease,,
5226,DOID,5226,,,,,,,,,,,,,,,DOID,5226,,,,,,,,,,,,,,,obsolete vaginal blue nevus,obsolete vaginal blue nevus,,,,,obsolete vaginal blue nevus,,,,
5227,DOID,5227,,,,,,,,,,,,,,,DOID,5227,,,,,,,,,,,,,,,obsolete cellular blue nevus,cellular Blue nevus of the skin,cellular blue nevus (morphologic abnormality),cellular blue nevus of skin (disorder),obsolete cellular blue nevus,,cellular Blue nevus of the skin,cellular blue nevus (morphologic abnormality),cellular blue nevus of skin (disorder),obsolete cellular blue nevus,
5228,DOID,5228,,,,,,,,,,,,,,,DOID,5228,,,,,,,,,,,,,,,obsolete common blue nevus,Blue nevus of Jadassohn-Tieche,Common Blue nevus,Common blue nevus of skin (disorder),obsolete common blue nevus,,Blue nevus of Jadassohn-Tieche,Common Blue nevus,Common blue nevus of skin (disorder),obsolete common blue nevus,
5230,DOID,5230,GARD,6169,MESH,D017121,NCI,C84754,UMLS_CUI,C0162569,,,,,,,DOID,5230,GARD,6169,MESH,D017121,NCI,C84754,UMLS_CUI,C0162569,,,,,,,hepatoerythropoietic porphyria,hepatoerythropoietic porphyria,,,,,hepatoerythropoietic porphyria,,,,
5231,DOID,5231,,,,,,,,,,,,,,,DOID,5231,,,,,,,,,,,,,,,obsolete peritoneal and retroperitoneal tumors,obsolete peritoneal and retroperitoneal tumors,,,,,obsolete peritoneal and retroperitoneal tumors,,,,
5232,DOID,5232,MESH,D001023,UMLS_CUI,C0003505,,,,,,,,,,,DOID,5232,MESH,D001023,UMLS_CUI,C0003505,,,,,,,,,,,aortic valve prolapse,aortic valve prolapse,,,,,aortic valve prolapse,,,,
5233,DOID,5233,NCI,C4221,NCI2004_11_17,C4221,SNOMEDCT_US_2018_03_01,13875003,UMLS_CUI,C1266111,,,,,,,DOID,5233,NCI,C4221,NCI2004_11_17,C4221,SNOMEDCT_US_2018_03_01,13875003,UMLS_CUI,C1266111,,,,,,,glomangiosarcoma,glomangiosarcoma,malignant Glomus neoplasm,,,,glomangiosarcoma,malignant Glomus neoplasm,,,
5236,DOID,5236,NCI,C36079,NCI2004_11_17,C36079,UMLS_CUI,C1304510,,,,,,,,,DOID,5236,NCI,C36079,NCI2004_11_17,C36079,UMLS_CUI,C1304510,,,,,,,,,subungual glomus tumor,Subungual Glomus tumor,subungual glomus tumor,,,,Subungual Glomus tumor,subungual glomus tumor,,,
5238,DOID,5238,NCI,C6529,UMLS_CUI,C1332532,,,,,,,,,,,DOID,5238,NCI,C6529,UMLS_CUI,C1332532,,,,,,,,,,,benign perivascular tumor,benign perivascular tumor,,,,,benign perivascular tumor,,,,
5239,DOID,5239,,,,,,,,,,,,,,,DOID,5239,,,,,,,,,,,,,,,obsolete glomus tumor of uncertain malignant potential,obsolete glomus tumor of uncertain malignant potential,,,,,obsolete glomus tumor of uncertain malignant potential,,,,
524,DOID,524,,,,,,,,,,,,,,,DOID,524,,,,,,,,,,,,,,,obsolete central nervous system AIDS arteritis,obsolete central nervous system AIDS arteritis,,,,,obsolete central nervous system AIDS arteritis,,,,
5240,DOID,5240,NCI,C39783,UMLS_CUI,C1514915,,,,,,,,,,,DOID,5240,NCI,C39783,UMLS_CUI,C1514915,,,,,,,,,,,retinal hemangioblastoma,retinal hemangioblastoma,,,,,retinal hemangioblastoma,,,,
5241,DOID,5241,GARD,8232,GARD,8522,MESH,D018325,NCI,C3801,NCI2004_11_17,C3801,SNOMEDCT_US_2018_03_01,81201000,UMLS_CUI,C0206734,DOID,5241,GARD,8232,GARD,8522,MESH,D018325,NCI,C3801,NCI2004_11_17,C3801,SNOMEDCT_US_2018_03_01,81201000,UMLS_CUI,C0206734,hemangioblastoma,Capillary Hemangioblastoma,hemangioblastoma,,,,Capillary Hemangioblastoma,hemangioblastoma,,,
5242,DOID,5242,,,,,,,,,,,,,,,DOID,5242,,,,,,,,,,,,,,,obsolete resectable cholangiocellular carcinoma,obsolete resectable cholangiocellular carcinoma,,,,,obsolete resectable cholangiocellular carcinoma,,,,
5244,DOID,5244,,,,,,,,,,,,,,,DOID,5244,,,,,,,,,,,,,,,obsolete visual alteration,obsolete visual alteration,,,,,obsolete visual alteration,,,,
5245,DOID,5245,,,,,,,,,,,,,,,DOID,5245,,,,,,,,,,,,,,,obsolete recurrent cholangiocellular carcinoma,obsolete recurrent cholangiocellular carcinoma,,,,,obsolete recurrent cholangiocellular carcinoma,,,,
5246,DOID,5246,,,,,,,,,,,,,,,DOID,5246,,,,,,,,,,,,,,,obsolete hilar cholangiocellular carcinoma,obsolete hilar cholangiocellular carcinoma,,,,,obsolete hilar cholangiocellular carcinoma,,,,
5247,DOID,5247,,,,,,,,,,,,,,,DOID,5247,,,,,,,,,,,,,,,obsolete liver fluke-related cholangiocarcinoma,Opisthorchis Viverrini-Related Cholangiocellular carcinoma,obsolete liver fluke-related cholangiocarcinoma,,,,Opisthorchis Viverrini-Related Cholangiocellular carcinoma,obsolete liver fluke-related cholangiocarcinoma,,,
5248,DOID,5248,,,,,,,,,,,,,,,DOID,5248,,,,,,,,,,,,,,,obsolete parasite-related carcinoma,obsolete parasite-related carcinoma,,,,,obsolete parasite-related carcinoma,,,,
525,DOID,525,MESH,D020293,NCI,C84622,UMLS_CUI,C0751878,,,,,,,,,DOID,525,MESH,D020293,NCI,C84622,UMLS_CUI,C0751878,,,,,,,,,central nervous system vasculitis,central nervous system vasculitis,,,,,central nervous system vasculitis,,,,
5250,DOID,5250,,,,,,,,,,,,,,,DOID,5250,,,,,,,,,,,,,,,obsolete non-resectable cholangiocellular carcinoma,obsolete non-resectable cholangiocellular carcinoma,,,,,obsolete non-resectable cholangiocellular carcinoma,,,,
5251,DOID,5251,NCI,C27495,UMLS_CUI,C1334179,,,,,,,,,,,DOID,5251,NCI,C27495,UMLS_CUI,C1334179,,,,,,,,,,,inflammatory leiomyosarcoma,inflammatory leiomyosarcoma,,,,,inflammatory leiomyosarcoma,,,,
5252,DOID,5252,,,,,,,,,,,,,,,DOID,5252,,,,,,,,,,,,,,,obsolete leiomyosarcoma recurrent,obsolete leiomyosarcoma recurrent,relapsed leiomyosarcoma,,,,obsolete leiomyosarcoma recurrent,relapsed leiomyosarcoma,,,
5253,DOID,5253,NCI,C9428,UMLS_CUI,C1333157,,,,,,,,,,,DOID,5253,NCI,C9428,UMLS_CUI,C1333157,,,,,,,,,,,conventional leiomyosarcoma,conventional leiomyosarcoma,,,,,conventional leiomyosarcoma,,,,
5254,DOID,5254,NCI,C6999,NCI2004_11_17,C6999,UMLS_CUI,C1334385,,,,,,,,,DOID,5254,NCI,C6999,NCI2004_11_17,C6999,UMLS_CUI,C1334385,,,,,,,,,central nervous system leiomyosarcoma,central nervous system leiomyosarcoma,leiomyosarcoma of the CNS,,,,central nervous system leiomyosarcoma,leiomyosarcoma of the CNS,,,
5255,DOID,5255,,,,,,,,,,,,,,,DOID,5255,,,,,,,,,,,,,,,obsolete leiomyosarcoma nonmetastatic,Non-metastatic leiomyosarcoma,obsolete leiomyosarcoma nonmetastatic,,,,Non-metastatic leiomyosarcoma,obsolete leiomyosarcoma nonmetastatic,,,
5258,DOID,5258,NCI,C27494,UMLS_CUI,C1333871,,,,,,,,,,,DOID,5258,NCI,C27494,UMLS_CUI,C1333871,,,,,,,,,,,granular cell leiomyosarcoma,granular cell leiomyosarcoma,,,,,granular cell leiomyosarcoma,,,,
5259,DOID,5259,NCI,C5494,NCI2004_11_17,C5494,UMLS_CUI,C1333093,,,,,,,,,DOID,5259,NCI,C5494,NCI2004_11_17,C5494,UMLS_CUI,C1333093,,,,,,,,,colon leiomyosarcoma,Colonic leiomyosarcoma,colon leiomyosarcoma,,,,Colonic leiomyosarcoma,colon leiomyosarcoma,,,
526,DOID,526,CSP2005,1560-6305,ICD10CM,B20,ICD10CM,B20-B20,ICD9CM,042,ICD9CM,042-042.99,MESH,D015658,NCI,C3108,DOID,526,CSP2005,1560-6305,ICD10CM,B20,ICD10CM,B20-B20,ICD9CM,042,ICD9CM,042-042.99,MESH,D015658,NCI,C3108,human immunodeficiency virus infectious disease,HIV infection,human immunodeficiency virus infectious disease,,,,HIV infection,human immunodeficiency virus infectious disease,,,
5260,DOID,5260,NCI,C5495,NCI2004_11_17,C5495,UMLS_CUI,C1333098,,,,,,,,,DOID,5260,NCI,C5495,NCI2004_11_17,C5495,UMLS_CUI,C1333098,,,,,,,,,colon sarcoma,Colonic sarcoma,colon sarcoma,,,,Colonic sarcoma,colon sarcoma,,,
5261,DOID,5261,NCI,C5364,NCI2004_11_17,C5364,UMLS_CUI,C1332848,,,,,,,,,DOID,5261,NCI,C5364,NCI2004_11_17,C5364,UMLS_CUI,C1332848,,,,,,,,,heart leiomyosarcoma,heart leiomyosarcoma,leiomyosarcoma of Heart,,,,heart leiomyosarcoma,leiomyosarcoma of Heart,,,
5262,DOID,5262,NCI,C7723,NCI2004_11_17,C7723,UMLS_CUI,C0238152,,,,,,,,,DOID,5262,NCI,C7723,NCI2004_11_17,C7723,UMLS_CUI,C0238152,,,,,,,,,heart sarcoma,cardiac sarcoma,heart sarcoma,sarcoma of Heart,,,cardiac sarcoma,heart sarcoma,sarcoma of Heart,,
5263,DOID,5263,NCI,C5234,NCI2004_11_17,C5234,UMLS_CUI,C1335163,,,,,,,,,DOID,5263,NCI,C5234,NCI2004_11_17,C5234,UMLS_CUI,C1335163,,,,,,,,,ovary leiomyosarcoma,leiomyosarcoma of Ovary,ovary leiomyosarcoma,,,,leiomyosarcoma of Ovary,ovary leiomyosarcoma,,,
5264,DOID,5264,MESH,D007890,NCI,C3700,SNOMEDCT_US_2018_03_01,42392001,UMLS_CUI,C0205815,,,,,,,DOID,5264,MESH,D007890,NCI,C3700,SNOMEDCT_US_2018_03_01,42392001,UMLS_CUI,C0205815,,,,,,,epithelioid leiomyosarcoma,epithelioid leiomyosarcoma,,,,,epithelioid leiomyosarcoma,,,,
5265,DOID,5265,NCI,C5667,NCI2004_11_17,C5667,UMLS_CUI,C1334448,,,,,,,,,DOID,5265,NCI,C5667,NCI2004_11_17,C5667,UMLS_CUI,C1334448,,,,,,,,,lung leiomyosarcoma,lung leiomyosarcoma,pulmonary leiomyosarcoma,,,,lung leiomyosarcoma,pulmonary leiomyosarcoma,,,
5266,DOID,5266,,,,,,,,,,,,,,,DOID,5266,,,,,,,,,,,,,,,obsolete leiomyosarcoma metastatic,obsolete leiomyosarcoma metastatic,,,,,obsolete leiomyosarcoma metastatic,,,,
5267,DOID,5267,NCI,C5599,NCI2004_11_17,C5599,UMLS_CUI,C1332267,,,,,,,,,DOID,5267,NCI,C5599,NCI2004_11_17,C5599,UMLS_CUI,C1332267,,,,,,,,,anus leiomyosarcoma,anus leiomyosarcoma,leiomyosarcoma of anus,,,,anus leiomyosarcoma,leiomyosarcoma of anus,,,
5268,DOID,5268,MESH,D007890,NCI,C3701,SNOMEDCT_US_2018_03_01,16090008,UMLS_CUI,C0205816,,,,,,,DOID,5268,MESH,D007890,NCI,C3701,SNOMEDCT_US_2018_03_01,16090008,UMLS_CUI,C0205816,,,,,,,myxoid leiomyosarcoma,Myxoid leiomyosarcoma,myxoid leiomyosarcoma,,,,Myxoid leiomyosarcoma,myxoid leiomyosarcoma,,,
5271,DOID,5271,NCI,C7085,NCI2004_11_17,C7085,UMLS_CUI,C0920305,,,,,,,,,DOID,5271,NCI,C7085,NCI2004_11_17,C7085,UMLS_CUI,C0920305,,,,,,,,,small intestine leiomyosarcoma,leiomyosarcoma of the small Bowel,small intestine leiomyosarcoma,smooth muscle connective tissue tumor,,,leiomyosarcoma of the small Bowel,small intestine leiomyosarcoma,smooth muscle connective tissue tumor,,
5272,DOID,5272,NCI,C5335,NCI2004_11_17,C5335,UMLS_CUI,C1336007,,,,,,,,,DOID,5272,NCI,C5335,NCI2004_11_17,C5335,UMLS_CUI,C1336007,,,,,,,,,small intestinal sarcoma,sarcoma of the Small Intestine,small intestinal sarcoma,,,,sarcoma of the Small Intestine,small intestinal sarcoma,,,
5273,DOID,5273,NCI,C4484,NCI2004_11_17,C4484,UMLS_CUI,C0346067,,,,,,,,,DOID,5273,NCI,C4484,NCI2004_11_17,C4484,UMLS_CUI,C0346067,,,,,,,,,cutaneous leiomyosarcoma,Cutaneous leiomyosarcoma,cutaneous leiomyosarcoma,leiomyosarcoma of the skin,,,Cutaneous leiomyosarcoma,cutaneous leiomyosarcoma,leiomyosarcoma of the skin,,
5274,DOID,5274,NCI,C4574,NCI2004_11_17,C4574,UMLS_CUI,C0346811,,,,,,,,,DOID,5274,NCI,C4574,NCI2004_11_17,C4574,UMLS_CUI,C0346811,,,,,,,,,malignant dermis tumor,malignant dermis tumor,malignant neoplasm of Dermis,malignant tumor of dermis,,,malignant dermis tumor,malignant neoplasm of Dermis,malignant tumor of dermis,,
5275,DOID,5275,NCI,C5841,NCI2004_11_17,C5841,UMLS_CUI,C1333746,,,,,,,,,DOID,5275,NCI,C5841,NCI2004_11_17,C5841,UMLS_CUI,C1333746,,,,,,,,,gallbladder leiomyosarcoma,gallbladder leiomyosarcoma,leiomyosarcoma of the gallbladder,,,,gallbladder leiomyosarcoma,leiomyosarcoma of the gallbladder,,,
5276,DOID,5276,NCI,C5334,NCI2004_11_17,C5334,UMLS_CUI,C1333454,,,,,,,,,DOID,5276,NCI,C5334,NCI2004_11_17,C5334,UMLS_CUI,C1333454,,,,,,,,,esophagus leiomyosarcoma,esophagus leiomyosarcoma,leiomyosarcoma of esophagus,,,,esophagus leiomyosarcoma,leiomyosarcoma of esophagus,,,
5278,DOID,5278,,,,,,,,,,,,,,,DOID,5278,,,,,,,,,,,,,,,obsolete pediatric leiomyosarcoma,obsolete pediatric leiomyosarcoma,,,,,obsolete pediatric leiomyosarcoma,,,,
528,DOID,528,ICD9CM,719.08,MESH,D006833,UMLS_CUI,C0158157,,,,,,,,,DOID,528,ICD9CM,719.08,MESH,D006833,UMLS_CUI,C0158157,,,,,,,,,hydrarthrosis,hydrarthrosis,,,,,hydrarthrosis,,,,
5280,DOID,5280,NCI,C27200,UMLS_CUI,C0744295,,,,,,,,,,,DOID,5280,NCI,C27200,UMLS_CUI,C0744295,,,,,,,,,,,gastric leiomyosarcoma,gastric leiomyosarcoma,,,,,gastric leiomyosarcoma,,,,
5281,DOID,5281,,,,,,,,,,,,,,,DOID,5281,,,,,,,,,,,,,,,obsolete malignant mesenchymal neoplasm of the stomach,malignant mesenchymal neoplasm of stomach,obsolete malignant mesenchymal neoplasm of the stomach,,,,malignant mesenchymal neoplasm of stomach,obsolete malignant mesenchymal neoplasm of the stomach,,,
5282,DOID,5282,NCI,C5526,NCI2004_11_17,C5526,UMLS_CUI,C1335511,,,,,,,,,DOID,5282,NCI,C5526,NCI2004_11_17,C5526,UMLS_CUI,C1335511,,,,,,,,,prostate leiomyosarcoma,leiomyosarcoma of the prostate,prostate leiomyosarcoma,,,,leiomyosarcoma of the prostate,prostate leiomyosarcoma,,,
5283,DOID,5283,NCI,C6326,NCI2004_11_17,C6326,UMLS_CUI,C1336940,,,,,,,,,DOID,5283,NCI,C6326,NCI2004_11_17,C6326,UMLS_CUI,C1336940,,,,,,,,,vagina leiomyosarcoma,leiomyosarcoma of the vagina,vagina leiomyosarcoma,,,,leiomyosarcoma of the vagina,vagina leiomyosarcoma,,,
5284,DOID,5284,NCI,C27904,,,,,,,,,,,,,DOID,5284,NCI,C27904,,,,,,,,,,,,,retroperitoneal leiomyosarcoma,retroperitoneal leiomyosarcoma,,,,,retroperitoneal leiomyosarcoma,,,,
5285,DOID,5285,NCI,C5186,NCI2004_11_17,C5186,UMLS_CUI,C1332631,,,,,,,,,DOID,5285,NCI,C5186,NCI2004_11_17,C5186,UMLS_CUI,C1332631,,,,,,,,,breast leiomyosarcoma,breast leiomyosarcoma,leiomyosarcoma of the breast,,,,breast leiomyosarcoma,leiomyosarcoma of the breast,,,
5286,DOID,5286,NCI,C40318,,,,,,,,,,,,,DOID,5286,NCI,C40318,,,,,,,,,,,,,vulvar leiomyosarcoma,vulvar leiomyosarcoma,,,,,vulvar leiomyosarcoma,,,,
5287,DOID,5287,NCI,C6183,NCI2004_11_17,C6183,UMLS_CUI,C1335743,,,,,,,,,DOID,5287,NCI,C6183,NCI2004_11_17,C6183,UMLS_CUI,C1335743,,,,,,,,,kidney leiomyosarcoma,kidney leiomyosarcoma,leiomyosarcoma of kidney,,,,kidney leiomyosarcoma,leiomyosarcoma of kidney,,,
5288,DOID,5288,NCI,C6022,NCI2004_11_17,C6022,UMLS_CUI,C1334371,,,,,,,,,DOID,5288,NCI,C6022,NCI2004_11_17,C6022,UMLS_CUI,C1334371,,,,,,,,,larynx leiomyosarcoma,larynx leiomyosarcoma,leiomyosarcoma of Larynx,,,,larynx leiomyosarcoma,leiomyosarcoma of Larynx,,,
5289,DOID,5289,NCI,C6340,NCI2004_11_17,C6340,UMLS_CUI,C0280631,,,,,,,,,DOID,5289,NCI,C6340,NCI2004_11_17,C6340,UMLS_CUI,C0280631,,,,,,,,,uterus leiomyosarcoma,leiomyosarcoma of Corpus Uteri,uterus leiomyosarcoma,,,,leiomyosarcoma of Corpus Uteri,uterus leiomyosarcoma,,,
